#cliente (linha) x produto(coluna);;;;;;;;;;;;;
#periodo1;;;;;;;;;;;;;
4320;14784;25920;672;61752;624;44040;8928;43848;2136;13200;5280;3408;1056
4320;14784;25920;672;61752;624;44040;8928;43848;2136;13200;5280;3408;1056
4320;14784;25920;672;61752;624;44040;8928;43848;2136;13200;5280;3408;1056
4320;14784;25920;672;61752;624;44040;8928;43848;2136;13200;5280;3408;1056
4320;14784;25920;672;61752;624;44040;8928;43848;2136;13200;5280;3408;1056
4320;14784;25920;672;61752;624;44040;8928;43848;2136;13200;5280;3408;1056
4320;14784;25920;672;61752;624;44040;8928;43848;2136;13200;5280;3408;1056
4320;14784;25920;672;61752;624;44040;8928;43848;2136;13200;5280;3408;1056
4320;14784;25920;672;61752;624;44040;8928;43848;2136;13200;5280;3408;1056
4320;14784;25920;672;61752;624;44040;8928;43848;2136;13200;5280;3408;1056
4320;14784;25920;672;61752;624;44040;8928;43848;2136;13200;5280;3408;1056
4320;14784;25920;672;61752;624;44040;8928;43848;2136;13200;5280;3408;1056
4320;14784;25920;672;61752;624;44040;8928;43848;2136;13200;5280;3408;1056
4320;14784;25920;672;61752;624;44040;8928;43848;2136;13200;5280;3408;1056
4320;14784;25920;672;61752;624;44040;8928;43848;2136;13200;5280;3408;1056
4320;14784;25920;672;61752;624;44040;8928;43848;2136;13200;5280;3408;1056
4320;14784;25920;672;61752;624;44040;8928;43848;2136;13200;5280;3408;1056
9240;31621;55440;1437;132081;1335;94197;19096;93786;4569;28233;11293;7289;2259
9240;31621;55440;1437;132081;1335;94197;19096;93786;4569;28233;11293;7289;2259
7948000;68000;204000;5000;1296000;2000;194000;171000;470000;4000;114000;132000;6000;421000
#periodo4;;;;;;;;;;;;;
6864;31440;60624;768;135168;960;93312;14352;91488;6432;22704;10944;6768;2256
6864;31440;60624;768;135168;960;93312;14352;91488;6432;22704;10944;6768;2256
10510.5;48142.5;92830.5;1176;206976;1470;142884;21976.5;140091;9849;34765.5;16758;10363.5;3454.5
10510.5;48142.5;92830.5;1176;206976;1470;142884;21976.5;140091;9849;34765.5;16758;10363.5;3454.5
10510.5;10510.5;10510.5;10510.5;10510.5;10510.5;10510.5;10510.5;10510.5;10510.5;10510.5;10510.5;10510.5;10510.5
10510.5;10510.5;10510.5;10510.5;10510.5;10510.5;10510.5;10510.5;10510.5;10510.5;10510.5;10510.5;10510.5;10510.5
3432;15720;30312;384;67584;480;46656;7176;45744;3216;11352;5472;3384;1128
3432;15720;30312;384;67584;480;46656;7176;45744;3216;11352;5472;3384;1128
3432;15720;30312;384;67584;480;46656;7176;45744;3216;11352;5472;3384;1128
3432;15720;30312;384;67584;480;46656;7176;45744;3216;11352;5472;3384;1128
3432;15720;30312;384;67584;480;46656;7176;45744;3216;11352;5472;3384;1128
3432;15720;30312;384;67584;480;46656;7176;45744;3216;11352;5472;3384;1128
3432;15720;30312;384;67584;480;46656;7176;45744;3216;11352;5472;3384;1128
3432;15720;30312;384;67584;480;46656;7176;45744;3216;11352;5472;3384;1128
3432;15720;30312;384;67584;480;46656;7176;45744;3216;11352;5472;3384;1128
3432;15720;30312;384;67584;480;46656;7176;45744;3216;11352;5472;3384;1128
3432;15720;30312;384;67584;480;46656;7176;45744;3216;11352;5472;3384;1128
3432;15720;30312;384;67584;480;46656;7176;45744;3216;11352;5472;3384;1128
3432;15720;30312;384;67584;480;46656;7176;45744;3216;11352;5472;3384;1128
3432;15720;30312;384;67584;480;46656;7176;45744;3216;11352;5472;3384;1128
3432;15720;30312;384;67584;480;46656;7176;45744;3216;11352;5472;3384;1128
3432;15720;30312;384;67584;480;46656;7176;45744;3216;11352;5472;3384;1128
3432;15720;30312;384;67584;480;46656;7176;45744;3216;11352;5472;3384;1128
3432;15720;30312;384;67584;480;46656;7176;45744;3216;11352;5472;3384;1128
3432;15720;30312;384;67584;480;46656;7176;45744;3216;11352;5472;3384;1128
7341;33623;64834;821;144555;1027;99792;15349;97841;6879;24281;11704;7238;2413
7341;33623;64834;821;144555;1027;99792;15349;97841;6879;24281;11704;7238;2413
9187000;190000;116000;4000;1504000;1000;301000;198000;425000;32000;155000;97000;5000;376000
#periodo5;;;;;;;;;;;;;
6096;37056;66288;1200;150768;720;103392;13680;99792;10272;26016;11520;6816;1920
6096;37056;66288;1200;150768;720;103392;13680;99792;10272;26016;11520;6816;1920
9334.5;56742;101503.5;1837.5;230863.5;1102.5;158319;20947.5;152806.5;15729;39837;17640;10437;2940
9334.5;56742;101503.5;1837.5;230863.5;1102.5;158319;20947.5;152806.5;15729;39837;17640;10437;2940
9334.5;56742;101503.5;1837.5;230863.5;1102.5;158319;20947.5;152806.5;15729;39837;17640;10437;2940
9334.5;56742;101503.5;1837.5;230863.5;1102.5;158319;20947.5;152806.5;15729;39837;17640;10437;2940
3048;18528;33144;600;75384;360;51696;6840;49896;5136;13008;5760;3408;960
3048;18528;33144;600;75384;360;51696;6840;49896;5136;13008;5760;3408;960
3048;18528;33144;600;75384;360;51696;6840;49896;5136;13008;5760;3408;960
3048;18528;33144;600;75384;360;51696;6840;49896;5136;13008;5760;3408;960
3048;18528;33144;600;75384;360;51696;6840;49896;5136;13008;5760;3408;960
3048;18528;33144;600;75384;360;51696;6840;49896;5136;13008;5760;3408;960
3048;18528;33144;600;75384;360;51696;6840;49896;5136;13008;5760;3408;960
3048;18528;33144;600;75384;360;51696;6840;49896;5136;13008;5760;3408;960
3048;18528;33144;600;75384;360;51696;6840;49896;5136;13008;5760;3408;960
3048;18528;33144;600;75384;360;51696;6840;49896;5136;13008;5760;3408;960
3048;18528;33144;600;75384;360;51696;6840;49896;5136;13008;5760;3408;960
3048;18528;33144;600;75384;360;51696;6840;49896;5136;13008;5760;3408;960
3048;18528;33144;600;75384;360;51696;6840;49896;5136;13008;5760;3408;960
3048;18528;33144;600;75384;360;51696;6840;49896;5136;13008;5760;3408;960
3048;18528;33144;600;75384;360;51696;6840;49896;5136;13008;5760;3408;960
3048;18528;33144;600;75384;360;51696;6840;49896;5136;13008;5760;3408;960
3048;18528;33144;600;75384;360;51696;6840;49896;5136;13008;5760;3408;960
3048;18528;33144;600;75384;360;51696;6840;49896;5136;13008;5760;3408;960
3048;18528;33144;600;75384;360;51696;6840;49896;5136;13008;5760;3408;960
6519;39629;70891;1283;161238;770;110572;14630;106722;10985;27823;12320;7289;2053
6519;39629;70891;1283;161238;770;110572;14630;106722;10985;27823;12320;7289;2053
8958000;184000;184000;2000;1198000;1000;246000;151000;187000;11000;48000;70000;10000;274000
#periodo6;;;;;;;;;;;;;
6816;38928;66816;1104;147936;768;96432;14544;92640;10416;31392;11040;6432;1824
6816;38928;66816;1104;147936;768;96432;14544;92640;10416;31392;11040;6432;1824
10437;59608.5;102312;1690.5;226527;1176;147661.5;22270.5;141855;15949.5;48069;16905;9849;2793
10437;59608.5;102312;1690.5;226527;1176;147661.5;22270.5;141855;15949.5;48069;16905;9849;2793
10437;59608.5;102312;1690.5;226527;1176;147661.5;22270.5;141855;15949.5;48069;16905;9849;2793
10437;59608.5;102312;1690.5;226527;1176;147661.5;22270.5;141855;15949.5;48069;16905;9849;2793
3408;19464;33408;552;73968;384;48216;7272;46320;5208;15696;5520;3216;912
3408;19464;33408;552;73968;384;48216;7272;46320;5208;15696;5520;3216;912
3408;19464;33408;552;73968;384;48216;7272;46320;5208;15696;5520;3216;912
3408;19464;33408;552;73968;384;48216;7272;46320;5208;15696;5520;3216;912
3408;19464;33408;552;73968;384;48216;7272;46320;5208;15696;5520;3216;912
3408;19464;33408;552;73968;384;48216;7272;46320;5208;15696;5520;3216;912
3408;19464;33408;552;73968;384;48216;7272;46320;5208;15696;5520;3216;912
3408;19464;33408;552;73968;384;48216;7272;46320;5208;15696;5520;3216;912
3408;19464;33408;552;73968;384;48216;7272;46320;5208;15696;5520;3216;912
3408;19464;33408;552;73968;384;48216;7272;46320;5208;15696;5520;3216;912
3408;19464;33408;552;73968;384;48216;7272;46320;5208;15696;5520;3216;912
3408;19464;33408;552;73968;384;48216;7272;46320;5208;15696;5520;3216;912
3408;19464;33408;552;73968;384;48216;7272;46320;5208;15696;5520;3216;912
3408;19464;33408;552;73968;384;48216;7272;46320;5208;15696;5520;3216;912
3408;19464;33408;552;73968;384;48216;7272;46320;5208;15696;5520;3216;912
3408;19464;33408;552;73968;384;48216;7272;46320;5208;15696;5520;3216;912
3408;19464;33408;552;73968;384;48216;7272;46320;5208;15696;5520;3216;912
3408;19464;33408;552;73968;384;48216;7272;46320;5208;15696;5520;3216;912
3408;19464;33408;552;73968;384;48216;7272;46320;5208;15696;5520;3216;912
7289;41631;71456;1181;158209;821;103129;15554;99073;11139;33572;11807;6879;1951
7289;41631;71456;1181;158209;821;103129;15554;99073;11139;33572;11807;6879;1951
8322000;119000;119000;2000;1035000;1000;206000;102000;288000;14000;39000;53000;15000;193000
